"","individual_article","targeted_words","frequencey","total_counts"
"1242","Transformative.Environmental.Governance.pdf","pattern",5,1885
"1243","Transgressing.Time_.Archaeological.Evidence.in_of.the.Anthropocene.pdf","pattern",4,1885
"1244","Tropical.Forests.in.the.Anthropocene.pdf","pattern",23,1885
"1245","Understanding.Fire.Regimes.for.a.Better.Anthropocene.pdf","pattern",28,1885
"1246","Understanding.the.long.term.impact.of.prescribed.burning.in.mediterranean.climate.biodiversity.hotspots..with.a.focus.on.south.western.Australia.pdf","pattern",5,1885
"1247","Urbanism.and.Anthropogenic.Landscapes.pdf","pattern",11,1885
"1248","Using.MODIS.data.to.analyse.post.fire.vegetation.recovery.in.Australian.eucalypt.forests.pdf","pattern",18,1885
"1249","Vegetation.fires.in.the.Anthropocene.pdf","pattern",17,1885
"1250","What.Limits.Trees.in.C4.Grasslands.and.Savannas_.pdf","pattern",4,1885
"1251","Wildfire.Prediction.to.Inform.Fire.Management_.Statistical.Science.Challenges.pdf","pattern",13,1885
"1252","Wildland.fire.risk.research.in.Canada.pdf","pattern",13,1885
"1253","Will.landscape.fire.increase.in.the.future_.A.systems.approach.to.climate..fire..fuel..and.human.drivers.pdf","pattern",8,1885
"1254","X12.000.Years.of.fire.regime.drivers.in.pdf","pyrogeography",1,210
"1255","X2022.12.30.NW.Biomes.to.Anthromes.Technical.Paper.pdf","pyrogeography",1,210
"1256","A.450.Million.Year.History.of.Fire.pdf","pyrogeography",2,210
"1257","A.new.Dead.Sea.pollen.record.reveals.the.last.glacial.paleoenvironment.of.the.southern.Levant.pdf","pyrogeography",1,210
"1258","A.Novel.Approach.to.Carrying.Capacity_.From.a.priori.Prescription.to.a.posteriori.Derivation.Based.on.Underlying.Mechanisms.and.Dynamics.pdf","pyrogeography",0,210
"1259","A.review.of.challenges.to.determining.and.demonstrating.efficiency.of.large.fire.management.pdf","pyrogeography",1,210
"1260","A.systematic.review.of.factors.affecting.wildlife.survival.during.rehabilitation.and.release.pdf","pyrogeography",1,210
"1261","A.review.of.study.methods.and.progress.on.hominid.use.of.fire.pdf","pyrogeography",0,210
"1262","Adaptation.Strategies.and.Approaches.for.Managing.Fire.in.a.Changing.Climate.pdf","pyrogeography",1,210
"1263","Aerosol.Impacts.on.Climate.and.Biogeochemistry.pdf","pyrogeography",0,210
"1264","An.Overview.of.Forest.Fire.Regimes.and.Their.Constitution.Basis.pdf","pyrogeography",1,210
"1265","Anthropology.and.the.Anthropocene_.Criticisms..Experiments..and.Collaborations.pdf","pyrogeography",0,210
"1266","archibald.2016.managing.the.human.component.of.fire.regimes.lessons.from.africa.pdf","pyrogeography",0,210
"1267","Assessing.Landscape.Vulnerability.to.Wildfire.in.the.USA.pdf","pyrogeography",1,210
"1268","Astrobiology_.The.Study.of.the.Living.Universe.pdf","pyrogeography",0,210
"1269","Broad.Scale.Monitoring.of.Live.Fuel.Moisture.pdf","pyrogeography",4,210
"1270","Can.trophic.rewilding.reduce.the.impact.pdf","pyrogeography",1,210
"1271","Centering.Indigenous.Voices_.The.Role.of.Fire.in.the.Boreal.Forest.of.North.America.pdf","pyrogeography",2,210
"1272","Changing.fire.regimes.in.East.and.Southern.Africa.s.savanna.protected.areas_.opportunities.and.challenges.for.indigenous.led.savanna.burning.emissions.abatement.schemes.pdf","pyrogeography",1,210
"1273","Climate.vegetation.fire.interactions.and.feedbacks_.trivial.detail.or.major.barrier.to.projecting.the.future.of.the.Earth.system_.pdf","pyrogeography",1,210
"1274","Climate.Adaptation.of.Tropical.Cattle.pdf","pyrogeography",0,210
"1275","Climate.and.wildfires.in.the.North.American.boreal.forest.pdf","pyrogeography",0,210
"1276","Climate.Change.and.Forests.pdf","pyrogeography",0,210
"1277","Climate.Change.and.Future.Fire.Regimes_.Examples.from.California.pdf","pyrogeography",1,210
"1278","Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","pyrogeography",1,210
"1279","Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","pyrogeography",0,210
"1280","Climate.change..extreme.weather.events.pdf","pyrogeography",1,210
"1281","CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","pyrogeography",1,210
"1282","Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","pyrogeography",0,210
"1283","Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","pyrogeography",1,210
"1284","Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","pyrogeography",1,210
"1285","Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","pyrogeography",1,210
"1286","Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","pyrogeography",1,210
"1287","Consequences.of.climate.change.pdf","pyrogeography",0,210
"1288","Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","pyrogeography",1,210
"1289","Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","pyrogeography",0,210
"1290","CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","pyrogeography",0,210
"1291","Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","pyrogeography",1,210
"1292","Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","pyrogeography",0,210
"1293","Demographic.Transitions.and.Modernity.pdf","pyrogeography",0,210
"1294","Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","pyrogeography",0,210
"1295","Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","pyrogeography",0,210
"1296","Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","pyrogeography",0,210
"1297","Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","pyrogeography",1,210
"1298","Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","pyrogeography",0,210
"1299","Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","pyrogeography",0,210
"1300","Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","pyrogeography",0,210
"1301","Ecology.and.evolution.of.pine.life.histories.pdf","pyrogeography",1,210
"1302","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","pyrogeography",1,210
"1303","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","pyrogeography",1,210
"1304","Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","pyrogeography",1,210
"1305","Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","pyrogeography",3,210
"1306","Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","pyrogeography",1,210
"1307","Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","pyrogeography",0,210
"1308","Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","pyrogeography",0,210
"1309","Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","pyrogeography",0,210
"1310","Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","pyrogeography",0,210
"1311","Evolutionary.Ecology.of.Fire.pdf","pyrogeography",0,210
"1312","Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","pyrogeography",0,210
"1313","Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","pyrogeography",1,210
"1314","Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","pyrogeography",1,210
"1315","Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","pyrogeography",1,210
"1316","Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","pyrogeography",2,210
"1317","Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","pyrogeography",1,210
"1318","Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","pyrogeography",2,210
"1319","Fire.effects.on.soils_.the.human.dimension.pdf","pyrogeography",1,210
"1320","Fire.in.the.Earth.System.pdf","pyrogeography",2,210
"1321","Fire.performance.of.timber.review.for.use.in.wildland.urban.interfaces.pdf","pyrogeography",1,210
"1322","Fire..grazing.and.the.evolution.of.New.Zealand.grasses.pdf","pyrogeography",1,210
"1323","Fire..herbivores.and.the.management.of.temperate.Eucalyptus.savanna.in.Tasmania_.Introducing.the.Beaufront.fire...mammalian.herbivore.field.experiment.pdf","pyrogeography",1,210
"1324","Fires.and.rates.of.change.in.the.temperate.rainforests.of.northwestern.Patagonia.since...x223C.18.ka.pdf","pyrogeography",1,210
"1325","Fires.in.the.Cenozoic_.a.late.flowering.of.flammable.ecosystems.pdf","pyrogeography",1,210
"1326","firesincoastal.pdf","pyrogeography",1,210
"1327","fourthbudget_supporting_research_reviewofclimatescience_developements_since_ippc_ar4.libre.pdf","pyrogeography",2,210
"1328","G__Journals_Client.07_WF_18.5._Pagination_Tex_WF08187.dvi.pdf","pyrogeography",2,210
"1329","Gender.in.African.Population.Research_.The.Fertility_Reproductive.Health.Example.pdf","pyrogeography",0,210
"1330","Global.Biodiversity.Change_.The.Bad..the.Good..and.the.Unknown.pdf","pyrogeography",0,210
"1331","Global.Biogeochemical.Cycling.of.Mercury_.A.Review.pdf","pyrogeography",0,210
"1332","Global.Climate.Forcing.by.Criteria.Air.Pollutants.pdf","pyrogeography",0,210
"1333","Global.Environmental.Change.and.Noncommunicable.Disease.Risks.pdf","pyrogeography",0,210
"1334","Global.footprints.of.dansgaard.oeschger.oscillations.in.a.GCM.pdf","pyrogeography",1,210
"1335","Global.State.of.Biodiversity.and.Loss.pdf","pyrogeography",0,210
"1336","Global.Wildland.Fire.Management.Research.Needs.pdf","pyrogeography",1,210
"1337","Have.plants.evolved.to.self.immolate_.pdf","pyrogeography",1,210
"1338","Historical.pyrogeography.of.Texas..USA.pdf","pyrogeography",20,210
"1339","Holocene.changes.in.fire.frequency.in.the.Daihai.Lake.region..north.central.China._.indications.and.implications.for.an.important.role.of.human.activity.pdf","pyrogeography",1,210
"1340","How.Does.Fire.Suppression.Alter.the.Wildfire.Regime.A.Systematic.Review.pdf","pyrogeography",1,210
"1341","How.Was.the.Australian.Flora.Assembled.Over.the.Last.65.Million.Years_.A.Molecular.Phylogenetic.Perspective.pdf","pyrogeography",0,210
"1342","Human.caused.fire.occurrence.modelling.in.perspective_.a.review.pdf","pyrogeography",1,210
"1343","Human.Appropriation.of.Net.Primary.Production_.Patterns..Trends..and.Planetary.Boundaries.pdf","pyrogeography",0,210
"1344","Human.Impacts.in.Pine.Forests_.Past..Present..and.Future.pdf","pyrogeography",0,210
"1345","Human.Pyrogeography_.A.New.Synergy.of.Fire..Climate.and.People.is.Reshaping.Ecosystems.across.the.Globe.pdf","pyrogeography",24,210
"1346","Humans.and.fire_.Changing.relations.in.early.agricultural.and.built.environments.in.the.Zagros..Iran..Iraq.pdf","pyrogeography",0,210
"1347","Integrating.Economic.Land.Use.and.Biophysical.Models.pdf","pyrogeography",0,210
"1348","Interactions.Among.Invasive.Plants_.Lessons.from.Hawai.i.pdf","pyrogeography",0,210
"1349","Invasiveness..Monitoring.and.Control.of.Hakea.sericea.A.Systematic.Review.pdf","pyrogeography",1,210
"1350","Island.Biodiversity.in.the.Anthropocene.pdf","pyrogeography",0,210
"1351","Justice.and.Future.Generations.pdf","pyrogeography",0,210
"1352","Land.Use.and.Ecological.Change_.A.12.000.Year.History.pdf","pyrogeography",0,210
"1353","Land.Use.and.Wildfire_.A.Review.of.Local.Interactions.and.Teleconnections.pdf","pyrogeography",1,210
"1354","Landscape.Ecology.A.Helicopter.View.pdf","pyrogeography",1,210
"1355","Late.glacial.and.Holocene.records.of.fire.and.vegetation.from.Cradle.Mountain.National.Park..Tasmania..Australia.pdf","pyrogeography",1,210
"1356","Locally.Based..Regionally.Manifested..and.Globally.Relevant_.Indigenous.and.Local.Knowledge..Values..and.Practices.for.Nature.pdf","pyrogeography",0,210
"1357","martin.2016.at.the.nexus.of.fire.water.and.society.pdf","pyrogeography",6,210
"1358","Mechanisms.of.Fire.Seasonality.Effects.on.Plant.Populations.pdf","pyrogeography",1,210
"1359","Mediterranean.Biomes_.Evolution.of.Their.Vegetation..Floras..and.Climate.pdf","pyrogeography",0,210
"1360","Mid.Cretaceous.Hothouse.Climate.and.the.Expansion.of.Early.Angiosperms.pdf","pyrogeography",1,210
"1361","Mobile.Worlds_.Choice.at.the.Intersection.of.Demographic.and.Environmental.Change.pdf","pyrogeography",0,210
"1362","Mobilizing.the.past.to.shape.a.better.Anthropocene.pdf","pyrogeography",1,210
"1363","Modelling.Human.Fire.Interactions.Combining.Alternative.Perspectives.and.Approaches.pdf","pyrogeography",3,210
"1364","Multiple.Facets.of.Marine.Invertebrate.Conservation.Genomics.pdf","pyrogeography",0,210
"1365","Museum.Genomics.pdf","pyrogeography",0,210
"1366","Natural.population.die.offs_.causes.and.consequences.for.terrestrial.mammals.pdf","pyrogeography",1,210
"1367","Nature.and.Climate.Effects.of.Individual.Tropospheric.Aerosol.Particles.pdf","pyrogeography",0,210
"1368","Paleobiology.of.Herbivorous.Dinosaurs.pdf","pyrogeography",0,210
"1369","Paleolithic.Archaeology.in.China.pdf","pyrogeography",0,210
"1370","Peatlands.and.Global.Change_.Response.and.Resilience.pdf","pyrogeography",0,210
"1371","Photorespiration.and.the.Evolution.of.C4.Photosynthesis.pdf","pyrogeography",0,210
"1372","Plant.Evolution.and.Climate.Over.Geological.Timescales.pdf","pyrogeography",0,210
"1373","Political.Theory.on.Climate.Change.pdf","pyrogeography",0,210
"1374","Preindustrial.Human.Impacts.on.Global.and.Regional.Environment.pdf","pyrogeography",1,210
"1375","Progress.in.Wilderness.Fire.Science.pdf","pyrogeography",1,210
"1376","Promoting.Global.Population.Health.While.Constraining.the.Environmental.Footprint.pdf","pyrogeography",0,210
"1377","psw_gtr247_01.pdf","pyrogeography",1,210
"1378","pyrodiversity.is.the.coupling.of.biodiversity.and.fire.regimes.in.food.webs.pdf","pyrogeography",2,210
"1379","Pyrodiversity.in.a.warming.world_.Research.challenges.and.opportunities.pdf","pyrogeography",1,210
"1380","Pyrogeography.and.the.Global.Quest.for.Sustainable.Fire.Management.pdf","pyrogeography",18,210
"1381","pyrosociality.pdf","pyrogeography",4,210
"1382","Quaking.Aspen.in.the.Northern.Rockies.Retention.and.Restoration.pdf","pyrogeography",1,210
"1383","Quaking.Aspen.in.the.Northern.Rockies.pdf","pyrogeography",1,210
"1384","Recent.Advances.and.Remaining.Uncertainties.in.Resolving.pdf","pyrogeography",1,210
"1385","Reconstruction.of.fire.regimes.through.integrated.paleoecological.proxy.data.and.ecological.modeling.pdf","pyrogeography",1,210
"1386","Reducing.Emissions.from.Deforestation.and.Forest.Degradation.pdf","pyrogeography",0,210
"1387","Regional.and.Global.Emissions.of.Air.Pollutants_.Recent.Trends.and.Future.Scenarios.pdf","pyrogeography",1,210
"1388","Regulation.of.Seed.Germination.and.Seedling.Growth.by.Chemical.Signals.from.Burning.Vegetation.pdf","pyrogeography",0,210
"1389","Representing.climate..disturbance..and.vegetation.interactions.in.landscape.models.pdf","pyrogeography",2,210
"1390","Resprouting.as.a.key.functional.trait_.how.buds..protection.and.resources.drive.persistence.after.fire.pdf","pyrogeography",1,210
"1391","Restoration.Ecology_.Interventionist.Approaches.for.Restoring.and.Maintaining.Ecosystem.Function.in.the.Face.of.Rapid.Environmental.Change.pdf","pyrogeography",0,210
"1392","Review.of.driving.factors.for.land.degradation.and.restoration.based.on.IPBES.pdf","pyrogeography",1,210
"1393","Reviewing.Fire..Climate..Deer..and.Foundation.Species.as.Drivers.of.Historically.Open.Oak.and.Pine.Forests.and.Transition.to.Closed.Forests.pdf","pyrogeography",1,210
"1394","Revisiting.Wildland.Fire.Fuel.Quantification.Methods_.The.Challenge.of.Understanding.a.Dynamic..Biotic.Entity.pdf","pyrogeography",1,210
"1395","Rewilding_.Science..Practice..and.Politics.pdf","pyrogeography",0,210
"1396","roos.et.al.2016.living.on.a.flammable.planet.interdisciplinary.cross.scalar.and.varied.cultural.lessons.prospects.and.pdf","pyrogeography",4,210
"1397","Shepherding.for.Wildfire.Adaptation.pdf","pyrogeography",1,210
"1398","Soothsaying.DOM.pdf","pyrogeography",1,210
"1399","Spatiotemporal.Data.Mining.Problems.and.Methods.pdf","pyrogeography",1,210
"1400","Species.distribution.models.pdf","pyrogeography",0,210
"1401","Supplementation.and.sustainable.grazing.systems.pdf","pyrogeography",1,210
"1402","targeted_words_plot.pdf","pyrogeography",1,210
"1403","Terrestrial.Vegetation.in.the.Coupled.Human.Earth.System_.Contributions.of.Remote.Sensing.pdf","pyrogeography",0,210
"1404","The.biogeochemical.consequences.of.late.Holocene.wildfires.in.three.subalpine.lakes.from.northern.Colorado.pdf","pyrogeography",1,210
"1405","The.co.evolution.of.life.and.organics.on.earth_.Expansions.of.energy.harnessing.pdf","pyrogeography",1,210
"1406","The.Concept.of.the.Anthropocene.pdf","pyrogeography",0,210
"1407","The.current.state.of.CO2.flux.chamber.studies.in.the.Arctic.tundra.pdf","pyrogeography",1,210
"1408","The.discovery.of.fire.by.humans.pdf","pyrogeography",1,210
"1409","The.Early.Origins.of.Terrestrial.C4.Photosynthesis.pdf","pyrogeography",0,210
"1410","The.Environmental.Reach.of.Asia.pdf","pyrogeography",0,210
"1411","The.long.term.impacts.of.climate.and.fire.on.catchment.processes.and.aquatic.ecosystem.response.in.Tasmania..Australia.pdf","pyrogeography",1,210
"1412","The.Politics.of.the.Anthropogenic.pdf","pyrogeography",0,210
"1413","The.Pyrogenic.Carbon.Cycle.pdf","pyrogeography",0,210
"1414","The.pyrohealth.transition_.how.combustion.emissions.have.shaped.health.through.human.history.pdf","pyrogeography",1,210
"1415","The.Role.of.Behavior.in.the.Evolution.of.Spiders..Silks..and.Webs.pdf","pyrogeography",0,210
"1416","The.scientific.value.of.fire.in.wilderness.pdf","pyrogeography",1,210
"1417","Tools.for.Assessing.the.Impacts.of.Climate.Variability.and.Change.on.Wildfire.Regimes.in.Forests.pdf","pyrogeography",1,210
"1418","total_counts_of_targeted_words.pdf","pyrogeography",1,210
"1419","Traditional.fire.use..landscape.transition..and.the.legacies.of.social.theory.past.pdf","pyrogeography",8,210
"1420","Traditional.Fire.Knowledge.pdf","pyrogeography",6,210
"1421","Transformative.Environmental.Governance.pdf","pyrogeography",0,210
"1422","Transgressing.Time_.Archaeological.Evidence.in_of.the.Anthropocene.pdf","pyrogeography",0,210
"1423","Tropical.Forests.in.the.Anthropocene.pdf","pyrogeography",0,210
"1424","Understanding.Fire.Regimes.for.a.Better.Anthropocene.pdf","pyrogeography",3,210
"1425","Understanding.the.long.term.impact.of.prescribed.burning.in.mediterranean.climate.biodiversity.hotspots..with.a.focus.on.south.western.Australia.pdf","pyrogeography",1,210
"1426","Urbanism.and.Anthropogenic.Landscapes.pdf","pyrogeography",0,210
"1427","Using.MODIS.data.to.analyse.post.fire.vegetation.recovery.in.Australian.eucalypt.forests.pdf","pyrogeography",1,210
"1428","Vegetation.fires.in.the.Anthropocene.pdf","pyrogeography",4,210
"1429","What.Limits.Trees.in.C4.Grasslands.and.Savannas_.pdf","pyrogeography",0,210
"1430","Wildfire.Prediction.to.Inform.Fire.Management_.Statistical.Science.Challenges.pdf","pyrogeography",1,210
"1431","Wildland.fire.risk.research.in.Canada.pdf","pyrogeography",1,210
"1432","Will.landscape.fire.increase.in.the.future_.A.systems.approach.to.climate..fire..fuel..and.human.drivers.pdf","pyrogeography",2,210
"1433","X12.000.Years.of.fire.regime.drivers.in.pdf","anthropocene",0,1287
"1434","X2022.12.30.NW.Biomes.to.Anthromes.Technical.Paper.pdf","anthropocene",2,1287
"1435","A.450.Million.Year.History.of.Fire.pdf","anthropocene",0,1287
"1436","A.new.Dead.Sea.pollen.record.reveals.the.last.glacial.paleoenvironment.of.the.southern.Levant.pdf","anthropocene",0,1287
"1437","A.Novel.Approach.to.Carrying.Capacity_.From.a.priori.Prescription.to.a.posteriori.Derivation.Based.on.Underlying.Mechanisms.and.Dynamics.pdf","anthropocene",6,1287
"1438","A.review.of.challenges.to.determining.and.demonstrating.efficiency.of.large.fire.management.pdf","anthropocene",0,1287
"1439","A.systematic.review.of.factors.affecting.wildlife.survival.during.rehabilitation.and.release.pdf","anthropocene",0,1287
"1440","A.review.of.study.methods.and.progress.on.hominid.use.of.fire.pdf","anthropocene",0,1287
"1441","Adaptation.Strategies.and.Approaches.for.Managing.Fire.in.a.Changing.Climate.pdf","anthropocene",2,1287
"1442","Aerosol.Impacts.on.Climate.and.Biogeochemistry.pdf","anthropocene",9,1287
"1443","An.Overview.of.Forest.Fire.Regimes.and.Their.Constitution.Basis.pdf","anthropocene",0,1287
"1444","Anthropology.and.the.Anthropocene_.Criticisms..Experiments..and.Collaborations.pdf","anthropocene",130,1287
"1445","archibald.2016.managing.the.human.component.of.fire.regimes.lessons.from.africa.pdf","anthropocene",0,1287
"1446","Assessing.Landscape.Vulnerability.to.Wildfire.in.the.USA.pdf","anthropocene",0,1287
"1447","Astrobiology_.The.Study.of.the.Living.Universe.pdf","anthropocene",1,1287
"1448","Broad.Scale.Monitoring.of.Live.Fuel.Moisture.pdf","anthropocene",0,1287
"1449","Can.trophic.rewilding.reduce.the.impact.pdf","anthropocene",3,1287
"1450","Centering.Indigenous.Voices_.The.Role.of.Fire.in.the.Boreal.Forest.of.North.America.pdf","anthropocene",0,1287
"1451","Changing.fire.regimes.in.East.and.Southern.Africa.s.savanna.protected.areas_.opportunities.and.challenges.for.indigenous.led.savanna.burning.emissions.abatement.schemes.pdf","anthropocene",0,1287
"1452","Climate.vegetation.fire.interactions.and.feedbacks_.trivial.detail.or.major.barrier.to.projecting.the.future.of.the.Earth.system_.pdf","anthropocene",0,1287
"1453","Climate.Adaptation.of.Tropical.Cattle.pdf","anthropocene",0,1287
"1454","Climate.and.wildfires.in.the.North.American.boreal.forest.pdf","anthropocene",0,1287
"1455","Climate.Change.and.Forests.pdf","anthropocene",0,1287
"1456","Climate.Change.and.Future.Fire.Regimes_.Examples.from.California.pdf","anthropocene",1,1287
"1457","Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","anthropocene",0,1287
"1458","Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","anthropocene",1,1287
"1459","Climate.change..extreme.weather.events.pdf","anthropocene",0,1287
"1460","CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","anthropocene",0,1287
"1461","Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","anthropocene",2,1287
"1462","Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","anthropocene",0,1287
"1463","Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","anthropocene",2,1287
"1464","Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","anthropocene",0,1287
"1465","Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","anthropocene",1,1287
"1466","Consequences.of.climate.change.pdf","anthropocene",0,1287
"1467","Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","anthropocene",0,1287
"1468","Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","anthropocene",49,1287
"1469","CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","anthropocene",0,1287
"1470","Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","anthropocene",1,1287
"1471","Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","anthropocene",2,1287
"1472","Demographic.Transitions.and.Modernity.pdf","anthropocene",0,1287
"1473","Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","anthropocene",3,1287
"1474","Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","anthropocene",9,1287
"1475","Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","anthropocene",1,1287
"1476","Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","anthropocene",1,1287
"1477","Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","anthropocene",2,1287
"1478","Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","anthropocene",0,1287
"1479","Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","anthropocene",0,1287
"1480","Ecology.and.evolution.of.pine.life.histories.pdf","anthropocene",0,1287
"1481","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","anthropocene",0,1287
"1482","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","anthropocene",0,1287
"1483","Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","anthropocene",0,1287
"1484","Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","anthropocene",2,1287
"1485","Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","anthropocene",0,1287
"1486","Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","anthropocene",0,1287
"1487","Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","anthropocene",112,1287
"1488","Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","anthropocene",0,1287
"1489","Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","anthropocene",45,1287
"1490","Evolutionary.Ecology.of.Fire.pdf","anthropocene",3,1287
"1491","Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","anthropocene",3,1287
"1492","Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","anthropocene",0,1287
"1493","Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","anthropocene",0,1287
"1494","Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","anthropocene",0,1287
"1495","Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","anthropocene",0,1287
"1496","Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","anthropocene",0,1287
"1497","Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","anthropocene",1,1287
"1498","Fire.effects.on.soils_.the.human.dimension.pdf","anthropocene",2,1287
"1499","Fire.in.the.Earth.System.pdf","anthropocene",0,1287
